customer_geolocation_lat,customer_geolocation_lng,customer_geolocation_city,customer_geolocation_state
-18.41553702,-46.41711486,presidente olegario,MG
-17.84753227,-46.51770895,lagoa grande,MG
-17.74069805,-46.17547835,joao pinheiro,MG
-17.99148408,-46.90967913,vazante,MG
-18.96081539,-47.00148282,patrocinio,MG
-18.33570112,-45.83075406,sao goncalo do abaete,MG
-18.7798836,-46.40558205,lagoa formosa,MG
-18.84908138,-46.78633631,guimarânia,MG
-16.99516511,-46.01006404,brasilandia de minas,MG
-18.39185837,-46.04380015,varjão de minas,MG
-19.11355222,-46.67495275,serra do salitre,MG
-18.84203128,-46.79104787,guimarania,MG
-19.06699931,-46.79728693,patrocínio,MG
-18.17826949,-46.80723124,lagamar,MG
-18.35405279,-46.85588925,pilar,MG
-18.964748999999998,-46.675785499999996,cruzeiro da fortaleza,MG
-17.74069805,-46.17547835,joão pinheiro,MG
-18.41233713,-46.42711406,presidente olegário,MG
-18.39185837,-46.04380015,varjao de minas,MG
-18.33955626,-45.835075200000006,são gonçalo do abaeté,MG
-18.83627174,-46.82628084,sao joao da serra negra,MG
-16.99743186,-46.0070888,brasilândia de minas,MG
-17.39600195,-45.83278545,canabrava,MG
-18.84342224,-47.19121416,silvano,MG
-16.68413522,-49.26838631,luizlândia do oeste,MG
-18.83238777,-46.59477242,santana de patos,MG
-21.12553426,-56.48365874,brejo bonito,MG
-17.59544427,-45.889846399999996,olhos d'agua do oeste,MG
-18.133329999999997,-45.76667,veredas,MG
-19.3113167,-46.04702655,sao gotardo,MG
-18.99758835,-46.29733007,carmo do paranaiba,MG
-19.32068801,-46.05177974,são gotardo,MG
-19.007087,-45.97516506,tiros,MG
-19.2010227,-46.248128200000004,rio paranaiba,MG
-18.99683596,-46.31556108,carmo do paranaíba,MG
-18.858848000000002,-46.08594371,quintinos,MG
-19.22248643,-45.96956546,matutina,MG
-19.034338899999998,-46.15534649,arapua,MG
-19.53675633,-45.96983612,santa rosa da serra,MG
-19.19778438,-46.24134259,rio paranaíba,MG
-19.36203825,-46.11632042,guarda dos ferreiros,MG
-19.03622863,-46.154819,arapuá,MG
-19.598097,-46.613033,ibia,MG
-19.75113233,-46.38294471,pratinha,MG
-20.0077335,-45.9787545,bambui,MG
-19.82351716,-45.90458198,corrego danta,MG
-20.17293158,-45.70282297,iguatama,MG
-19.69434055,-46.1696709,campos altos,MG
-19.48370468,-46.54734984,ibiá,MG
-20.01566996,-45.974738200000004,bambuí,MG
-19.99410454,-46.2244126,medeiros,MG
-19.89095298,-46.01866537,tapirai,MG
-19.82441358,-45.91061436,córrego danta,MG
-17.95101701,-43.2223076,senador modestino goncalves,MG
-18.23398418,-43.59364621,diamantina,MG
-18.60356055,-43.39328852,serro,MG
-18.00789344,-43.38459046,sao goncalo do rio preto,MG
-18.44504921,-43.65980593,datas,MG
-18.29366079,-43.01060769,rio vermelho,MG
-18.47477034,-43.49767898,milho verde,MG
-18.562116,-43.8549335,gouveia,MG
-18.72843802,-43.36279498,alvorada de minas,MG
-17.81265621,-43.42270223,senador mourao,MG
-18.07710284,-43.24889905,felício dos santos,MG
-17.94728387,-43.22013991,senador modestino gonçalves,MG
-18.44415532,-43.73965868,gouvea,MG
-18.36055846,-43.16725462,serra azul de minas,MG
-18.07511015,-43.47669079,couto de magalhaes de minas,MG
-18.07755549,-43.24889015,felicio dos santos,MG
-18.46491,-43.302659999999996,santo antonio do itambe,MG
-18.6180862,-43.56687816,presidente kubitschek,MG
-18.08843511,-43.74227172,sao joao da chapada,MG
-18.41444,-43.495,sao goncalo do rio das pedras,MG
-17.69488385,-43.33324445,desembargador otoni,MG
-18.46499842,-43.30503075,santo antônio do itambé,MG
-18.07029468,-43.46846965,couto de magalhães de minas,MG
-21.35867651,-46.15054264,pedra menina,MG
-17.591206600000003,-44.73106592,varzea da palma,MG
-17.34199668,-44.94194241,pirapora,MG
-17.88835675,-44.57874201,lassance,MG
-18.20706591,-45.21946726,tres marias,MG
-18.37274024,-44.44528163,corinto,MG
-17.35592627,-44.95989809,buritizeiro,MG
-18.20611471,-45.22779698,três marias,MG
-18.29272884,-44.22233992,santo hipolito,MG
-17.87487741,-44.1697261,buenópolis,MG
-17.87852974,-44.17657619,buenopolis,MG
-16.36323121,-45.07116108,sao romao,MG
-17.58672468,-44.73863565,várzea da palma,MG
-18.10327463,-44.25499487,augusto de lima,MG
-17.75790088,-44.17063674,joaquim felicio,MG
-16.69160012,-45.41414139,santa fe de minas,MG
-18.3228207,-44.11361328,monjolos,MG
-19.86403177,-43.90641396,guaicui,MG
-16.36461725,-45.06786976,são romão,MG
-18.25623,-45.06662,andrequice,MG
-17.75731282,-44.16926065,joaquim felício,MG
-18.63856536,-44.05721629,presidente juscelino,MG
-18.29388796,-44.21825666,santo hipólito,MG
-21.70894524,-43.43061336,santa fé de minas,MG
-16.5333019,-44.53012081,sao joao do pacui,MG
-17.22966386,-44.43819257,jequitai,MG
-15.96029349,-44.85475707,sao francisco,MG
-15.95472966,-44.84910634,são francisco,MG
-16.21365155,-44.43006422,brasilia de minas,MG
-16.5027342,-44.81169264,campo azul,MG
-17.39882315,-43.56923376,olhos-d agua,MG
-15.99857798,-44.27606476,japonvar,MG
-16.21921969,-44.43565027,brasília de minas,MG
-17.12657482,-43.81059823,bocaiuva,MG
-16.63042149,-45.06348555,ponto chique,MG
-16.2221846,-44.89610538,icaraí de minas,MG
-16.21904864,-44.90605579,icarai de minas,MG
-17.11254857,-43.80602233,bocaiúva,MG
-16.4081329,-44.21771746,alvacao,MG
-16.85831379,-44.90851803,ibiai,MG
-17.31157459,-44.22868197,francisco dumont,MG
-17.40084545,-43.57087061,olhos d'agua,MG
-16.08182251,-44.08254602,patis,MG
-16.85640323,-44.90547356,ibiaí,MG
-16.29490381,-44.78594488,ubai,MG
-16.98207161,-44.57861199,lagoa dos patos,MG
-16.85258231,-44.34822536,sao joao da lagoa,MG
-16.68867729,-44.36478195,coracao de jesus,MG
-17.061942000000002,-44.229032000000004,claro dos pocoes,MG
-16.12076781,-44.58157534,luislândia,MG
-16.24830432,-44.17751103,mirabela,MG
-17.28508327,-43.94901618,engenheiro navarro,MG
-17.01341051,-43.6744243,guaraciama,MG
-17.409042000000003,-43.5726945,olhos d'água,MG
-16.12110435,-44.58740458,luislandia,MG
-17.08194543,-44.20749589,claro dos poções,MG
-16.05190385,-45.1451974,pintopolis,MG
-16.40314046,-44.21533445,coração de jesus,MG
-16.29490381,-44.78594488,ubaí,MG
-16.49865236,-44.26094481,luiz pires de minas,MG
-16.05457919,-45.14653675,pintópolis,MG
-16.37489444,-45.01540335,bentópolis de minas,MG
-17.22864715,-44.43744588,jequitaí,MG
-16.68204351,-43.82868156,montes claros,MG
-15.81834879,-43.30447359,janauba,MG
-15.48593889,-44.36666831,januaria,MG
-15.93174548,-44.00147421,são joão da ponte,MG
-15.801856699999998,-43.31001567,janaúba,MG
-15.90325037,-44.30119952,lontra,MG
-15.93052893,-44.00840764,sao joao da ponte,MG
-14.649528,-44.0958815,manga,MG
-15.69727157,-44.04028615,varzelandia,MG
-14.88030066,-44.0876365,sao joao das missoes,MG
-15.09410186,-44.095507700000006,itacarambi,MG
-15.479681099999999,-44.366907299999994,januária,MG
-15.32082592,-44.75692593,bonito de minas,MG
-14.42025984,-44.36284642,montalvania,MG
-15.70454721,-44.026669399999996,varzelândia,MG
-16.0421466,-43.55337281,cacarema,MG
-15.60295199,-44.39193686,pedras de maria da cruz,MG
-15.66617071,-44.16489241,ibiracatu,MG
-16.31890146,-43.72323266,capitao eneas,MG
-14.74928439,-44.41012513,miravania,MG
-14.269669,-44.16132967,juvenilia,MG
-14.85759263,-43.92392592,matias cardoso,MG
-15.59309429,-43.60870705,verdelandia,MG
-14.5198155,-44.39484575,sao sebastiao dos pocoes,MG
-14.314886999999999,-44.4606795,montalvânia,MG
-14.88115596,-44.08731737,são joão das missões,MG
-19.4785503,-42.57816887,nova esperanca,MG
-16.33261433,-43.71046383,capitão enéas,MG
-15.29882458,-44.41347428,conego marinho,MG
-15.58671419,-43.61500124,verdelândia,MG
-16.45149,-43.82176,vila nova de minas,MG
-14.26606399,-44.16030985,juvenília,MG
-16.04073692,-43.55496939,caçarema,MG
-15.62214876,-42.54782493,rio pardo de minas,MG
-15.81264794,-42.23259053,taiobeiras,MG
-15.314330100000001,-42.02318212,sao joao do paraiso,MG
-15.39771038,-42.86611891,mato verde,MG
-15.80775934,-42.86962332,serranopolis de minas,MG
-15.34788591,-43.67019942,jaiba,MG
-15.74400374,-43.0287313,porteirinha,MG
-15.60968182,-41.73772909,berizal,MG
-15.392754,-42.30058275,vargem grande do rio pardo,MG
-16.1724787,-42.28912455,salinas,MG
-17.06754393,-43.31496633,itacambira,MG
-15.15396727,-42.87297151,monte azul,MG
-15.04667028,-42.95524549,mamonas,MG
-14.92497154,-42.81608963,espinosa,MG
-16.00535802,-43.04235891,riacho dos machados,MG
-15.36573843,-42.96033283,catuti,MG
-15.34229719,-43.67459908,jaíba,MG
-16.55985156,-42.89385207,grão mogol,MG
-16.868676,-42.9678845,botumirim,MG
-16.47942391,-43.49472433,francisco sa,MG
-16.114126300000002,-42.52662264,fruta de leite,MG
-16.22821924,-42.61675694,padre carvalho,MG
-15.971534,-42.46278069,novorizonte,MG
-15.801960500000002,-43.30107935,nova porteirinha,MG
-16.09519408,-41.74694801,santa cruz de salinas,MG
-16.4032871,-42.26132538,rubelita,MG
-16.72264559,-42.86264639,cristalia,MG
-16.5697223,-42.89206216,grao mogol,MG
-15.16889846,-42.49971784,montezuma,MG
-15.9399568,-41.85636103,curral de dentro,MG
-15.49243765,-42.1981829,indaiabira,MG
-16.84927535,-43.5873436,juramento,MG
-16.48139561,-43.49840946,francisco sá,MG
-15.31898769,-41.75175558,ninheira,MG
-15.08299116,-43.11832683,gameleiras,MG
-15.52929772,-43.06719438,pai pedro,MG
-16.85127503,-43.69877165,glaucilandia,MG
-16.72139549,-42.86436121,cristália,MG
-16.54448069,-42.51535272,josenopolis,MG
-0.93317933,-48.27988549,adao colares,MG
-15.34089199,-42.6231905,santo antonio do retiro,MG
-15.31219386,-42.01801084,são joão do paraíso,MG
-16.24005084,-43.27495486,catuni,MG
-20.09308525,-45.29340184,santo antônio do retiro,MG
-15.65488514,-43.06540778,tocandira,MG
-15.38825725,-43.11312664,barreiro branco,MG
-17.86611815,-42.86902814,itamarandiba,MG
-17.699026899999996,-42.50900651,capelinha,MG
-16.80885899,-42.33845635,virgem da lapa,MG
-16.84797899,-42.06897454,aracuai,MG
-17.21703733,-42.59726188,minas novas,MG
-17.84600197,-42.074535100000006,malacacheta,MG
-17.28240813,-42.73453295,turmalina,MG
-16.5654486,-41.50232911,itaobim,MG
-16.61721054,-42.18836456,coronel murta,MG
-17.154021,-42.3720845,chapada do norte,MG
-16.90740654,-42.60676338,jose goncalves de minas,MG
-16.99423241,-42.34866556,francisco badaro,MG
-16.22108945,-41.47478396,medina,MG
-16.29876779,-41.79705436,comercinho,MG
-17.72872646,-42.2675476,angelândia,MG
-17.731730499999998,-42.26822386,angelandia,MG
-17.5294237,-43.01474546,carbonita,MG
-17.08232133,-42.258202000000004,jenipapo de minas,MG
-16.75456667,-41.50657967,ponto dos volantes,MG
-17.5955919,-42.16499129,setubinha,MG
-17.95933417,-42.01117286,franciscopolis,MG
-17.39571799,-42.73639079,veredinha,MG
-16.94776405,-42.46079931,berilo,MG
-19.20221147,-44.24547173,araçuaí,MG
-17.86968394,-42.55603017,aricanduva,MG
-17.08106159,-42.69328745,leme do prado,MG
-16.61667691,-41.76343264,itinga,MG
-17.95940589,-42.00811471,franciscópolis,MG
-17.16137374,-42.0820549,engenheiro schnoor,MG
-16.99239732,-42.34898856,francisco badaró,MG
-19.89323733,-43.98630468,tuparece,MG
-16.19207982,-41.72616773,agua branca de minas,MG
-17.2575,-43.04361,cacaratiba,MG
-21.77059918,-43.35523022,mendonca,MG
-16.90812345,-42.60288651,josé gonçalves de minas,MG
-18.18204341,-42.41872826,santa maria do suacui,MG
-18.54671321,-42.55475911,pecanha,MG
-18.78496775,-42.94408696,guanhaes,MG
-18.78101966,-42.36593809,sardoa,MG
-18.27720274,-42.67222121,sao jose do jacuri,MG
-18.82461,-42.43698,santa efigenia de minas,MG
-18.82382937,-42.47591273,gonzaga,MG
-18.54864521,-42.76701656,sao joao evangelista,MG
-18.67521204,-43.08400511,sabinopolis,MG
-18.80042158,-42.61992163,divinolandia de minas,MG
-18.78560564,-42.94502573,guanhães,MG
-18.36576675,-42.60599767,sao pedro do suacui,MG
-18.42779008,-42.86882703,paulistas,MG
-18.47344426,-43.06021304,materlandia,MG
-18.22183823,-42.50038714,jose raydan,MG
-18.81807428,-42.70458448,virginopolis,MG
-18.62440515,-42.28621788,coroaci,MG
-18.233199399999997,-42.84092955,coluna,MG
-18.54103576,-42.56675516,peçanha,MG
-18.47740298,-42.30992138,virgolandia,MG
-18.80335002,-42.61442197,divinolândia de minas,MG
-18.32526727,-42.14367943,são josé da safira,MG
-17.99369384,-42.38676371,agua boa,MG
-18.54026052,-42.75132883,são joão evangelista,MG
-18.32067158,-42.20521872,santa maria do suaçuí,MG
-18.91469529,-43.079986700000006,senhora do porto,MG
-17.99365346,-42.387568200000004,água boa,MG
-18.47508862,-42.30724919,virgolândia,MG
-18.5315175,-42.61975734,cantagalo,MG
-18.81515215,-42.70452921,virginópolis,MG
-18.67578334,-42.77442975,correntinho,MG
-18.16722377,-42.76609396,frei lagonegro,MG
-18.08875596,-42.5718756,sao sebastiao do maranhao,MG
-19.89819278,-43.89962691,sao geraldo da piedade,MG
-18.45349689,-42.25131267,nacip raydan,MG
-18.47344426,-43.06021304,materlândia,MG
-18.77517857,-42.93298321,sapucaia de guanhaes,MG
-18.77988908,-42.36647283,sardoá,MG
-18.66742961,-43.0827237,sabinópolis,MG
-18.83039035,-42.43924634,santa efigênia de minas,MG
-18.27832066,-42.67449884,são josé do jacuri,MG
-20.92537239,-42.83361997,sao geraldo do baguari,MG
-18.32576597,-42.14686733,sao jose da safira,MG
-18.22154241,-42.49921795,josé raydan,MG
-18.08860132,-42.57467374,são sebastião do maranhão,MG
-18.84408275,-42.28895561,são geraldo da piedade,MG
-18.62338279,-46.50887358,nelson de sena,MG
-19.93140931,-41.69191043,conceição de tronqueiras,MG
-18.36525721,-42.60398325,são pedro do suaçuí,MG
-17.87761495,-41.50059972,teofilo otoni,MG
-17.07906577,-40.93146172,aguas formosas,MG
-17.80556752,-41.78632338,pote,MG
-16.6601904,-41.01830668,joaima,MG
-17.83572485,-40.34435356,nanuque,MG
-17.05844664,-40.57122526,bertopolis,MG
-17.46825115,-41.87960134,novo cruzeiro,MG
-17.07343461,-41.48533319,padre paraiso,MG
-17.86552301,-41.50863332,teófilo otoni,MG
-18.03405723,-41.68218355,itambacuri,MG
-17.40104735,-41.66935306,itaipe,MG
-17.97827826,-40.75931832,vila pereira,MG
-16.86973907,-41.25494091,monte formoso,MG
-17.18585079,-41.69796466,carai,MG
-18.07375867,-41.54746079,frei gaspar,MG
-16.88913397,-40.92645768,fronteira dos vales,MG
-17.07815202,-40.71761984,machacalis,MG
-17.63262395,-41.74123438,ladainha,MG
-17.4166126,-41.21828238,novo oriente de minas,MG
-17.78054552,-40.247067200000004,serra dos aimores,MG
-17.03646264,-41.04679954,águas formosas,MG
-18.06951445,-41.27240515,ouro verde de minas,MG
-18.24182968,-41.72951913,campanario,MG
-17.70199016,-40.76520841,carlos chagas,MG
-16.64508831,-40.75988871,felisburgo,MG
-16.93879463,-40.68623647,santa helena de minas,MG
-17.43259143,-40.996829299999995,pavao,MG
-17.25486662,-40.57199883,umburatiba,MG
-18.03992864,-41.11079358,ataleia,MG
-17.30113324,-41.51547389,catuji,MG
-17.27564417,-42.01500891,queixada,MG
-17.27752134,-41.08894411,crisolita,MG
-17.18610195,-41.69770454,caraí,MG
-16.65656236,-41.02261293,joaíma,MG
-18.46147325,-41.805073799999995,jampruca,MG
-17.78638376,-40.24634098,serra dos aimorés,MG
-19.76161013,-43.84992225,nova santa luzia,MG
-17.07602557,-41.48527943,padre paraíso,MG
-17.18417,-41.46528,ponto do marambaia,MG
-17.67972,-41.87639,concordia de mucuri,MG
-18.47927586,-41.38539809,sao jose do divino,MG
-18.2416712,-41.72817788,campanário,MG
-18.046647,-41.11468109,ataléia,MG
-17.43049998,-40.99811445,pavão,MG
-17.06201145,-40.57252636,bertópolis,MG
-17.40196539,-41.66901815,itaipé,MG
-17.69938071,-40.76584263,presidente pena,MG
-17.80058221,-41.78678124,poté,MG
-17.88139,-41.310829999999996,pedro versiani,MG
-17.15821115,-41.56501492,marambainha,MG
-19.92900537,-44.1832054,mucuri,MG
-17.91,-41.01361,epaminondas otoni,MG
-21.7817327,-43.34156349,topazio,MG
-18.47781246,-41.38497066,são josé do divino,MG
-16.44809706,-41.01595909,jequitinhonha,MG
-15.99905042,-41.28025864,pedra azul,MG
-16.18682412,-40.69161219,almenara,MG
-15.68759054,-40.73823551,mata verde,MG
-15.89583647,-40.18504362,jordania,MG
-15.74419967,-41.46301309,aguas vermelhas,MG
-15.99888241,-39.94592411,salto da divisa,MG
-15.89736039,-40.18602579,jordânia,MG
-15.72211591,-41.00346243,divisopolis,MG
-16.53959985,-40.17097189,santo antonio do jacinto,MG
-16.14683965,-40.29643707,jacinto,MG
-16.37620116,-40.54210311,rubim,MG
-15.96606058,-41.49577007,cachoeira de pajeú,MG
-15.884554500000002,-40.5639945,bandeira,MG
-16.73492353,-40.42172072,palmopolis,MG
-15.75088142,-41.46838851,águas vermelhas,MG
-15.91804661,-41.39483591,cachoeira de pajeu,MG
-16.60753575,-40.56962159,rio do prado,MG
-16.25068858,-40.15091152,santa maria do salto,MG
-16.14535827,-40.29688843,avaí do jacinto,MG
-15.74316435,-41.33545519,divisa alegre,MG
-16.47361803,-40.34427088,santo antônio do jacinto,MG
-29.48906185,-51.9683843,estrela de jordânia,MG
-16.51993183,-40.44447454,itapiru,MG
-16.84012273,-40.31925575,dois de abril,MG
-16.73642889,-40.42167928,palmópolis,MG
-15.72429946,-40.99946938,divisópolis,MG
-15.86111,-40.26667,estrela de jordania,MG
-12.98717195,-38.52268164,salvador,BA
-12.98781377,-38.50574187,salvador ,BA
-12.876501600000001,-38.33557393,lauro de freitas,BA
-12.73805106,-38.60252747,madre de deus,BA
-12.82463,-38.25547,abrantes,BA
-12.61278525,-38.30880283,dias d'avila,BA
-12.70390087,-38.32647203,camacari,BA
-12.69218934,-38.32023663,camaçari,BA
-12.63451893,-38.26827265,dias d'ávila,BA
-12.62316273,-38.08840378,monte gordo,BA
-12.851316,-38.282579999999996,catu de abrantes,BA
-12.5990913,-38.32957722,dias davila,BA
-12.61717669,-38.29665111,dias d avila,BA
-11.08942333,-43.141378100000004,barra do jacuipe,BA
-12.76211615,-38.18152286,arembepe,BA
-12.63659138,-38.27197687,dias dávila,BA
-12.62316273,-38.08840378,monte gordo (camacari) - distrito,BA
-12.78454565,-38.39048596,simões filho,BA
-12.80434569,-38.39368388,simoes filho,BA
-12.66910641,-38.53795057,candeias,BA
-12.51223979,-38.49419818,sao sebastiao do passe,BA
-12.52019664,-38.48959187,são sebastião do passe,BA
-12.72945989,-38.52536209,passé,BA
-12.71384101,-38.44957563,menino jesus,BA
-12.51223979,-38.49419818,são sebastião do passé,BA
-12.7342,-38.446635,passagem dos teixeiras,BA
-12.61844727,-38.67711922,sao francisco do conde,BA
-12.64986092,-38.59760677,são francisco do conde,BA
-12.252350999999999,-38.983265,feira de santana,BA
-12.42836591,-39.26035482,santo estevao,BA
-11.95703986,-38.97326496,santa barbara,BA
-11.97183092,-39.10625733,tanquinho,BA
-12.43491509,-39.24897673,santo estevão,BA
-12.43792387,-39.12078905,antonio cardoso,BA
-12.43679032,-39.12053702,antônio cardoso,BA
-12.42681377,-39.25261051,santo estêvão,BA
-12.32773759,-38.76739086,conceicao do jacuipe,BA
-12.54877455,-38.71258825,santo amaro,BA
-12.39704703,-38.75662379999999,amelia rodrigues,BA
-12.12217885,-38.79088328,coracao de maria,BA
-12.779416699999999,-38.77728409,saubara,BA
-12.41040933,-38.70221519,amélia rodrigues,BA
-12.04547,-38.7668581,irara,BA
-12.30487645,-38.63967133,teodoro sampaio,BA
-12.366552,-38.7432125,conceição do jacuípe,BA
-12.39439431,-38.62623547,terra nova,BA
-12.02499363,-38.86554877,santanópolis,BA
-12.03954999,-38.76656107,irará,BA
-12.25236705,-38.7508561,coração de maria,BA
-12.02349911,-38.86770239,santanopolis,BA
-12.6617753,-38.75132891,acupe,BA
-12.65586828,-39.10044839,cruz das almas,BA
-12.60551512,-38.96137169,cachoeira,BA
-12.50472665,-39.00022491,conceicao da feira,BA
-12.60402942,-38.97362096,são félix,BA
-12.62748659,-38.99632556,muritiba,BA
-12.60124822,-39.04132452,governador mangabeira,BA
-12.406539,-38.9327975,sao goncalo dos campos,BA
-12.43870822,-38.94891284,são gonçalo dos campos,BA
-12.51059402,-38.997629100000005,conceição da feira,BA
-12.54012588,-39.18492832,cabaceiras do paraguacu,BA
-12.6070404,-38.97007727,sao felix,BA
-12.53594,-39.19086,cabaceiras do paraguaçu,BA
-13.02473977,-39.03807365,nazare,BA
-12.89753534,-38.67483415,itaparica,BA
-13.02407525,-39.03369867,nazaré,BA
-12.77405467,-38.9204141,maragogipe,BA
-12.87640557,-38.75686542,salinas da margarida,BA
-12.95730764,-38.60683186,vera cruz,BA
-13.07519988,-39.00233283,aratuipe,BA
-13.07823696,-38.99960352,aratuípe,BA
-13.04416376,-38.84256227,jaguaripe,BA
-23.51430255,-47.13083936,sao roque do paraguacu,BA
-12.97662571,-39.26125341,santo antonio de jesus,BA
-12.77359606,-39.16955539,conceicao do almeida,BA
-13.0474935,-39.454452,são miguel das matas,BA
-12.72605599,-39.17972251,sapeaçu,BA
-12.73100677,-39.18872028,sapeacu,BA
-12.77437098,-39.16759593,conceição do almeida,BA
-12.76440234,-39.43035771,castro alves,BA
-12.95914947,-39.25853961,santo antônio de jesus,BA
-12.482706,-39.618683000000004,rafael jambeiro,BA
-12.84610014,-39.09043204,são felipe,BA
-13.04880515,-39.45567257,sao miguel das matas,BA
-12.85027976,-39.08411596,sao felipe,BA
-12.77201113,-39.51860127,santa terezinha,BA
-12.97164287,-39.39489562,varzedo,BA
-12.77342478,-39.523951000000004,santa teresinha,BA
-13.0113136,-39.06463423,muniz ferreira,BA
-12.90538318,-39.19338734,dom macedo costa,BA
-11.70929841,-40.14758167,mairi,BA
-11.38472638,-40.01348170000001,capim grosso,BA
-12.15789964,-39.7404365,ipira,BA
-11.6699019,-39.83753885,capela do alto alegre,BA
-11.81062467,-39.37858831,riachao do jacuipe,BA
-11.83522275,-39.611386100000004,pe de serra,BA
-11.81066627,-39.90695627,pintadas,BA
-11.868402,-39.629753,pé de serra,BA
-11.60921627,-39.62708786,nova fatima,BA
-11.96001379,-40.16572166,baixa grande,BA
-11.81398421,-39.38609225,riachão do jacuípe,BA
-11.25634887,-40.94396586,várzea nova,BA
-11.47117811,-39.78389004,gaviao,BA
-11.42363629,-39.88361681,sao jose do jacuipe,BA
-12.15504315,-39.45517608,serra preta,BA
-11.60604466,-40.13709643,varzea da roca,BA
-12.1580336,-39.745044799999995,ipirá,BA
-11.25547782,-40.94241774,varzea nova,BA
-12.14607,-39.244995,anguera,BA
-11.416881,-39.9111515,são josé do jacuípe,BA
-11.60481266,-40.14042477,várzea da roça,BA
-12.298944,-39.3151085,ipecaeta,BA
-12.31476364,-39.30858133,ipecaetá,BA
-11.18539016,-40.5229621,jacobina,BA
-11.41519449,-40.30206210000001,serrolandia,BA
-10.8637175,-40.13481816,ponto novo,BA
-10.97029857,-41.07775057,ourolandia,BA
-10.56798092,-40.27579671,antônio gonçalves,BA
-11.43378296,-40.59994791,miguel calmon,BA
-10.506780000000001,-40.31731,campo formoso,BA
-11.40921581,-40.11681997,quixabeira,BA
-10.57335406,-40.27540609,antonio goncalves,BA
-10.74248368,-40.13498828,filadelfia,BA
-10.7427037,-40.361641600000006,pindobacu,BA
-10.96870801,-41.07502081,ourolândia,BA
-11.08805424,-40.43411972,caem,BA
-11.52590816,-40.31018084,varzea do poco,BA
-11.41782285,-40.29974264,serrolândia,BA
-10.72851699,-41.32437667,umburanas,BA
-10.72796693,-40.46927882,pindobaçu,BA
-10.95553343,-40.57514744,mirangaba,BA
-11.19012046,-40.26633633,caém,BA
-10.93852813,-40.41699009,saúde,BA
-11.10747177,-40.07027331,caldeirao grande,BA
-10.730856,-40.1577245,filadélfia,BA
-10.94098261,-40.42121038,saude,BA
-11.10765612,-40.07087144,caldeirão grande,BA
-11.52708161,-40.31147936,várzea do poço,BA
-11.54642271,-41.16540997,morro do chapeu,BA
-11.6433733,-41.44052677,cafarnaum,BA
-11.96316365,-41.64241503,mulungu do morro,BA
-11.68953839,-41.77150624,canarana,BA
-11.84964671,-40.79217415,tapiramuta,BA
-11.73308886,-40.55720816,piritiba,BA
-11.55217686,-41.14829132,morro do chapéu,BA
-11.76294654,-41.90726687,barro alto,BA
-11.86320925,-40.47046004,mundo novo,BA
-11.86045965,-41.75396976,salobro,BA
-11.85074015,-40.78943346,tapiramutá,BA
-11.30181057,-41.85066404,irece,BA
-11.3514563,-41.66142424,joao dourado,BA
-11.13330801,-42.09911632,central,BA
-11.30247901,-41.85479470000001,irecê,BA
-11.33278157,-42.12793164,uibai,BA
-11.29502721,-41.9890369,presidente dutra,BA
-11.80596809,-42.05890824,barra do mendes,BA
-11.38425378,-41.82966893,lapao,BA
-11.45590777,-41.43758544,america dourada,BA
-11.55292503,-41.90222113,ibitita,BA
-11.63788913,-42.00961242,ibipeba,BA
-11.04328739,-41.9707618,jussara,BA
-11.38125699,-41.83169929,lapão,BA
-11.22978287,-41.87801392,sao gabriel,BA
-11.54327206,-41.97646204,ibititá,BA
-11.22133118,-41.86031778,são gabriel,BA
-11.35119808,-41.6690652,joão dourado,BA
-11.33679347,-42.13366026,uibaí,BA
-14.86682201,-40.84460156,vitoria da conquista,BA
-14.84180336,-40.87162778,vitória da conquista,BA
-14.8594419,-40.57344821,barra do choca,BA
-15.45804018,-40.7391731,ribeirao do largo,BA
-14.9780699,-40.41216708,caatiba,BA
-14.97488136,-41.40756112,tremedal,BA
-14.67173216,-40.47284765,planalto,BA
-15.24495035,-40.620667600000004,itambe,BA
-15.03886707,-41.26035879,belo campo,BA
-15.50539397,-41.23864317,candido sales,BA
-14.61035382,-41.13256492,anage,BA
-15.53230628,-40.90903027,encruzilhada,BA
-15.50211619,-41.23872282,cândido sales,BA
-14.86191649,-40.5771765,barra do choça,BA
-14.624939999999999,-41.2815815,caraibas,BA
-15.24787292,-40.62152062,itambé,BA
-14.74780546,-40.50809203,lucaia,BA
-14.72265028,-41.26072518,caraíbas,BA
-14.61079783,-41.13701922,anagé,BA
-13.86065098,-40.06849339,jequie,BA
-14.75676141,-40.09025229,iguai,BA
-14.01636265,-39.88983345,jitauna,BA
-14.52387105,-40.37247955,pocoes,BA
-14.53033579,-40.35504722,poções,BA
-14.16055815,-40.00765141,itagi,BA
-13.86935073,-40.08214551,jequié,BA
-14.36610371,-40.20761136,boa nova,BA
-14.372868900000002,-40.50664697,bom jesus da serra,BA
-14.84169088,-39.98432199,ibicui,BA
-13.65454573,-40.21567832,lafaiete coutinho,BA
-14.79234843,-40.14307787,nova canaa,BA
-14.79215258,-40.1453229,nova canaã,BA
-14.84363578,-39.98677174,ibicuí,BA
-14.75157309,-40.08501295,iguaí,BA
-14.04571883,-40.56225068,catingal,BA
-14.24085285,-40.77370820000001,mirante,BA
-14.14911475,-40.24219882,manoel vitorino,BA
-14.02183119,-39.89383924,jitaúna,BA
-14.12714556,-39.88984383,aiquara,BA
